FID,ROADNAME,NUM_LANES,SUR_TYPE,Label_Cate
1214,MT PITT ROAD,2,Paved,County Road
1215,CORTEZ STREET,2,Paved,County Road
1216,CORTEZ STREET,2,Paved,County Road
1217,TACOMA STREET,2,Paved,County Road
1218,CORTEZ STREET,2,Paved,County Road
1219,HORSE CREEK ROAD,2,Paved,County Road
1220,HWY 96,2,Paved,State Highway
1221,HWY 96,2,Paved,State Highway
1222,TACOMA STREET,2,Paved,County Road
1223,RAILROAD AVENUE,2,Paved,County Road
1224,JUNIPER KNOLL ROAD,2,Paved,County Road
1225,OLD STATE HWY,2,Paved,County Road
1226,JUNIPER KNOLL ROAD,2,Paved,County Road
1227,JUNIPER KNOLL ROAD,2,Paved,County Road
1228,HWY 97,2,Paved,State Highway
1229,LADD ROAD,2,Unpaved,County Road
1230,KLAMATH RIVER ROAD,2,Unpaved,County Road
1231,RAILROAD AVENUE,2,Paved,County Road
1232,ALVARADO STREET,2,Paved,County Road
1233,OLD STATE HWY,2,Paved,County Road
1234,MT PITT ROAD,2,Paved,County Road
1235,ALVARADO STREET,2,Paved,County Road
1236,JUNIPER KNOLL ROAD,2,Paved,County Road
1237,JUNIPER KNOLL ROAD,2,Paved,County Road
1238,JUNIPER KNOLL ROAD,2,Unpaved,County Road
1239,WALKER ROAD,2,Paved,County Road
1240,OLD STATE HWY,2,Paved,County Road
1241,LA PAZ STREET,2,Paved,County Road
1242,MT PITT ROAD,2,Paved,County Road
1243,MULLOY ROAD,2,Unpaved,County Road
1244,LAKEVIEW CEMETERY ROAD,2,Paved,County Road
1245,LADD ROAD,2,Unpaved,County Road
1246,OLD STATE HWY,2,Paved,County Road
1247,POTOSI STREET,2,Paved,County Road
1248,MT PITT ROAD,2,Paved,County Road
1249,MT PITT ROAD,2,Paved,County Road
1250,RAILROAD AVENUE,2,Paved,County Road
1251,DURANGO STREET,2,Paved,County Road
1252,OLD STATE HWY,2,Paved,County Road
1253,YORK ROAD,2,Paved,County Road
1254,OLD STATE HWY,2,Paved,County Road
1255,HWY 97,2,Paved,State Highway
1256,YREKA WALKER ROAD,2,Unpaved,County Road
1257,MEISS LAKE ROAD,2,Unpaved,County Road
1258,MEISS LAKE ROAD,2,Unpaved,County Road
1259,MEISS LAKE ROAD,2,Paved,County Road
1260,MEISS LAKE ROAD,2,Paved,County Road
1261,MEISS LAKE ROAD,2,Paved,County Road
1262,MEISS LAKE ROAD,2,Paved,County Road
1263,OLD STATE HWY,2,Paved,County Road
1264,EAST MEISS LAKE ROAD,2,Paved,County Road
1265,MULLOY ROAD,2,Paved,County Road
1266,HWY 97,2,Paved,State Highway
1267,MEISS LAKE ROAD,2,Paved,County Road
1268,HWY 263,2,Paved,State Highway
1269,HUDSON ROAD,2,Paved,County Road
1270,SHOEMAKER ROAD,2,Paved,County Road
1271,MULLOY ROAD,2,Unpaved,County Road
1272,AIRPORT ROAD,2,Unpaved,County Road
1273,HWY 97,2,Paved,State Highway
1274,SAGEBRUSH LANE,2,Unpaved,County Road
1275,WILLOW CREEK ROAD,2,Unpaved,County Road
1276,YREKA WALKER ROAD,2,Unpaved,County Road
1277,OLD STATE HWY,2,Paved,County Road
1278,EVERGREEN LANE,2,Paved,County Road
1279,INDIAN MEADOWS DRIVE,2,Paved,County Road
1280,DORRIS TECHNOR ROADS CONNECTION,2,Unpaved,County Road
1281,DORRIS TECHNOR ROADS CONNECTION,2,Paved,County Road
1282,INDIAN MEADOWS DRIVE,2,Paved,County Road
1283,BARKHOUSE CREEK ROAD,2,Unpaved,County Road
1284,BARKHOUSE CREEK ROAD,2,Unpaved,County Road
1285,SAGEBRUSH LANE,2,Unpaved,County Road
1286,SAGEBRUSH LANE,2,Paved,County Road
1287,YREKA WALKER ROAD,2,Unpaved,County Road
1288,AIRPORT ROAD,2,Unpaved,County Road
1289,AIRPORT ROAD,2,Paved,County Road
1290,WILLOW CREEK ROAD,2,Paved,County Road
1291,SYLVA ROAD,2,Paved,County Road
1292,LIVE OAK DRIVE,2,Paved,County Road
1293,AGER ROAD,2,Paved,County Road
1294,LIVE OAK DRIVE,2,Paved,County Road
1295,SAGEBRUSH LANE,2,Unpaved,County Road
1296,WEST CRISS ROAD,2,Unpaved,County Road
1297,COOK CAMPBELL ROAD,2,Unpaved,County Road
1298,CHINA GRADE ROAD,2,Paved,County Road
1299,SHOEMAKER ROAD,2,Unpaved,County Road
1300,COUNTY ROAD,2,Unpaved,County Road
1301,WEST CRISS ROAD,2,Paved,County Road
1302,WEST CRISS ROAD,2,Unpaved,County Road
1303,SHOEMAKER ROAD,2,Paved,County Road
1304,WEST CRISS ROAD,2,Paved,County Road
1305,EAST CRISS ROAD,2,Paved,County Road
1306,SAGEBRUSH LANE,2,Paved,County Road
1307,MYERS ROAD,2,Unpaved,County Road
1308,WEST CRISS ROAD,2,Paved,County Road
1309,EAST CRISS ROAD,2,Paved,County Road
1310,OLD STATE HWY,2,Paved,County Road
1311,SPRING STREET,2,Paved,County Road
1312,EAST CRISS ROAD,2,Unpaved,County Road
1313,WEST CRISS ROAD,2,Paved,County Road
1314,EAST CRISS ROAD,2,Paved,County Road
1315,HWY 97,2,Paved,State Highway
1316,WEST CRISS ROAD,2,Paved,County Road
1317,EAST CRISS ROAD,2,Unpaved,County Road
1318,DAVIS ROAD,2,Paved,County Road
1319,SAGEBRUSH LANE,2,Paved,County Road
1320,HWY 96,2,Paved,State Highway
1321,DAVIS ROAD,2,Paved,County Road
1322,CRUMPTON STREET,2,Paved,County Road
1323,DOOLITTLE STREET,2,Paved,County Road
1324,CHINA GRADE ROAD,2,Unpaved,County Road
1325,AGER ROAD,2,Paved,County Road
1326,HWY 96,2,Paved,State Highway
1327,DOOLITTLE STREET,2,Paved,County Road
1328,HEAD STREET,2,Paved,County Road
1329,HUMBUG CREEK ROAD,2,Unpaved,County Road
1330,COOLEY ROAD,2,Paved,County Road
1331,WILLOW CREEK ROAD,2,Paved,County Road
1332,ATTEBERY STREET,2,Paved,County Road
1333,ATTEBERY STREET,2,Paved,County Road
1334,WILLOW CREEK ROAD,2,Paved,County Road
1335,HWY 96,2,Paved,State Highway
1336,OLD SHASTA RIVER ROAD,2,Unpaved,County Road
1337,HWY 139,4,Paved,State Highway
1338,HWY 161,2,Paved,State Highway
1339,HWY 139,5,Paved,State Highway
1340,HWY 161,2,Paved,State Highway
1341,STATE LINE ROAD,2,Paved,County Road
1342,STATE LINE ROAD,2,Paved,County Road
1343,STATE LINE ROAD,2,Paved,County Road
1344,STATE LINE ROAD,2,Paved,County Road
1345,HWY 139,5,Paved,State Highway
1346,STATE LINE ROAD,2,Paved,County Road
1347,STATE LINE ROAD,2,Paved,County Road
1348,STATE LINE ROAD,2,Paved,County Road
1349,I-5,2,Paved,Interstate
1350,HWY 139,5,Paved,State Highway
1351,I-5,2,Paved,Interstate
1352,HWY 139,4,Paved,State Highway
1353,HILT ROAD,2,Paved,County Road
1354,JEFFERSON ROAD,2,Paved,County Road
1355,HILT ROAD,2,Paved,County Road
1356,I-5R,2,Paved,Interstate Ramp
1357,I-5R,2,Paved,Interstate Ramp
1358,JEFFERSON ROAD,2,Paved,County Road
1359,HILT ROAD,2,Paved,County Road
1360,I-5,2,Paved,Interstate
1361,HILT ROAD,2,Paved,County Road
1362,I-5,2,Paved,Interstate
1363,HILT ROAD,2,Paved,County Road
1364,I-5R,2,Paved,Interstate Ramp
1365,HILT ROAD,2,Paved,County Road
1366,HILT ROAD,2,Paved,County Road
1367,LOWER KLAMATH LAKE ROAD,2,Paved,County Road
1368,HWY 161,2,Paved,State Highway
1369,HWY 161,2,Paved,State Highway
1370,JEFFERSON ROAD,2,Unpaved,County Road
1371,OWENS ROAD,2,Unpaved,County Road
1372,AKINS ROAD,2,Paved,County Road
1373,ZLABEK ROAD,2,Unpaved,County Road
1374,ZLABEK ROAD,2,Paved,County Road
1375,ZLABEK ROAD,2,Unpaved,County Road
1376,WALSH ROAD,2,Paved,County Road
1377,ZLABEK ROAD,2,Paved,County Road
1378,I-5R,2,Paved,Interstate Ramp
1379,I-5,2,Paved,Interstate
1380,I-5,2,Paved,Interstate
1381,HWY 97,2,Paved,State Highway
1382,OWENS ROAD,2,Paved,County Road
1383,I-5,2,Paved,Interstate
1384,DRAIN 10 ROAD,2,Paved,County Road
1385,ZLABEK ROAD,2,Unpaved,County Road
1386,ZLABEK ROAD,2,Paved,County Road
1387,ZLABEK ROAD,2,Unpaved,County Road
1388,ZLABEK ROAD,2,Paved,County Road
1389,AGER ROAD,2,Paved,County Road
1390,ZLABEK ROAD,2,Unpaved,County Road
1391,ZLABEK ROAD,2,Unpaved,County Road
1392,ZLABEK ROAD,2,Paved,County Road
1393,ZLABEK ROAD,2,Unpaved,County Road
1394,ZLABEK ROAD,2,Paved,County Road
1395,AKINS ROAD,2,Paved,County Road
1396,ZLABEK ROAD,2,Unpaved,County Road
1397,OKEEFFE ROAD,2,Paved,County Road
1398,HASKINS ROAD,2,Paved,County Road
1399,OKEEFFE ROAD,2,Paved,County Road
1400,AGER BESWICK ROAD,2,Unpaved,County Road
1401,HILT HUNGRY ROAD,2,Paved,County Road
1402,HILT HUNGRY ROAD,2,Paved,County Road
1403,WALSH ROAD,2,Paved,County Road
1404,HWY 139,2,Paved,State Highway
1405,HILT HUNGRY ROAD,2,Unpaved,County Road
1406,FALL CREEK ROAD,2,Unpaved,County Road
1407,COPCO ROAD,2,Unpaved,County Road
1408,COPCO ROAD,2,Unpaved,County Road
1409,PICARD ROAD,2,Unpaved,County Road
1410,COPCO ROAD,2,Unpaved,County Road
1411,COPCO ROAD,2,Paved,County Road
1412,COPCO ROAD,2,Paved,County Road
1413,COPCO ROAD,2,Unpaved,County Road
1414,LOG HOUSE ROAD,2,Unpaved,County Road
1415,LOG HOUSE ROAD,2,Paved,County Road
1416,INDIAN TOM LAKE ROAD,2,Unpaved,County Road
1417,HWY 97,2,Paved,State Highway
1418,DRAIN 10 ROAD,2,Paved,County Road
1419,FIOCK ROAD,2,Unpaved,County Road
1420,TSCHIRKY ROAD,2,Paved,County Road
1421,TSCHIRKY ROAD,2,Paved,County Road
1422,AGER ROAD,2,Paved,County Road
1423,TSCHIRKY ROAD,2,Paved,County Road
1424,TSCHIRKY ROAD,2,Paved,County Road
1425,AKINS ROAD,2,Paved,County Road
1426,TSCHIRKY ROAD,2,Paved,County Road
1427,HWY 139,2,Paved,State Highway
1428,HWY 139,2,Paved,State Highway
1429,KANDRA ROAD,2,Paved,County Road
1430,HASKINS ROAD,2,Paved,County Road
1431,KANDRA ROAD,2,Paved,County Road
1432,KANDRA ROAD,2,Paved,County Road
1433,KANDRA ROAD,2,Paved,County Road
1434,HILL ROAD,2,Paved,County Road
1435,BENTLEY ROAD,2,Paved,County Road
1436,JANICE  ROAD,2,Paved,County Road
1437,SHEEPY CREEK ROAD,2,Unpaved,County Road
1438,PICARD ROAD,2,Unpaved,County Road
1439,HILT HUNGRY ROAD,2,Paved,County Road
1440,HWY 139,2,Paved,State Highway
1441,PICARD ROAD,2,Paved,County Road
1442,PATRICIA AVENUE,2,Paved,County Road
1443,COPCO ROAD,2,Paved,County Road
1444,DRAIN 10 ROAD,2,Paved,County Road
1445,JACQUELINE  AVENUE,2,Unpaved,County Road
1446,SHEEPY CREEK ROAD,2,Paved,County Road
1447,SHEEPY CREEK ROAD,2,Unpaved,County Road
1448,HILL ROAD,2,Paved,County Road
1449,COUNTY ROAD,2,Unpaved,County Road
1450,COPCO ROAD,2,Unpaved,County Road
1451,PICARD ROAD,2,Unpaved,County Road
1452,NORTH ST,2,Unpaved,City Street
1453,NORTH ST,2,Unpaved,City Street
1454,NORTH ST,2,Unpaved,City Street
1455,NORTH ST,2,Paved,City Street
1456,NORTH ST,2,Paved,City Street
1457,NORTH ST,2,Unpaved,City Street
1458,NORTH ST,2,Paved,City Street
1459,NORTH ST,2,Paved,City Street
1460,BUTTE STREET,2,Paved,County Road
1461,JACQUELINE  AVENUE,2,Paved,County Road
1462,PATRICIA AVENUE,2,Paved,County Road
1463,LOG HOUSE ROAD,2,Unpaved,County Road
1464,HWY 139,2,Paved,State Highway
1465,HILT HUNGRY ROAD,2,Unpaved,County Road
1466,N RAILROAD AV,2,Paved,City Street
1467,SLY ST,2,Paved,City Street
1468,SAGE ST,2,Paved,City Street
1469,JUNIPER ST,2,Paved,City Street
1470,SLY ST,2,Paved,City Street
1471,MAIN ST,2,Paved,City Street
1472,PINE ST,2,Paved,City Street
1473,SLY ST,2,Paved,City Street
1474,SLY ST,2,Paved,City Street
1475,SLY ST,2,Paved,City Street
1476,CALIFORNIA ST,2,Paved,City Street
1477,OREGON ST,2,Paved,City Street
1478,SLY ST,2,Paved,City Street
1479,BUTTE STREET,2,Paved,County Road
1480,SLY ST,2,Paved,City Street
1481,SAGE ST,2,Paved,City Street
1482,PICARD ROAD,2,Paved,County Road
1483,LOG HOUSE ROAD,2,Paved,County Road
1484,AKINS ROAD,2,Paved,County Road
1485,HWY 139,3,Paved,State Highway
1486,HWY 139,3,Paved,State Highway
1487,SHEEPY CREEK ROAD,2,Unpaved,County Road
1488,SAGE ST,2,Unpaved,City Street
1489,N RAILROAD AV,2,Unpaved,City Street
1490,HAZEN ST,2,Paved,City Street
1491,JUNIPER ST,2,Paved,City Street
1492,HAZEN ST,2,Paved,City Street
1493,PINE ST,2,Paved,City Street
1494,HAZEN ST,2,Paved,City Street
1495,MAIN ST,2,Paved,City Street
1496,HAZEN ST,2,Paved,City Street
1497,PATRICIA AVENUE,2,Paved,County Road
1498,CALIFORNIA ST,2,Paved,City Street
1499,HAZEN ST,2,Paved,City Street
1500,BUTTE STREET,2,Paved,County Road
1501,OREGON ST,2,Paved,City Street
1502,HAZEN ST,2,Paved,City Street
1503,HAZEN ST,2,Paved,City Street
1504,AGER BESWICK ROAD,2,Paved,County Road
1505,N RAILROAD AV,2,Unpaved,City Street
1506,SAGE ST,2,Unpaved,City Street
1507,HWY 139,3,Paved,State Highway
1508,HWY 97,2,Paved,State Highway
1509,N RAILROAD AV,2,Unpaved,City Street
1510,HWY 97,2,Paved,State Highway
1511,JUNIPER ST,2,Paved,City Street
1512,HWY 97,2,Paved,State Highway
1513,HWY 97,2,Paved,State Highway
1514,PINE ST,2,Paved,City Street
1515,HWY 97,2,Paved,State Highway
1516,FIRST ST,2,Paved,City Street
1517,MAIN ST,2,Paved,City Street
1518,CALIFORNIA ST,2,Paved,City Street
1519,FIRST ST,2,Paved,City Street
1520,OREGON ST,2,Paved,City Street
1521,FIRST ST,2,Paved,City Street
1522,FIRST ST,2,Paved,City Street
1523,BUTTE STREET,2,Paved,County Road
1524,BUTTE STREET,2,Paved,County Road
1525,PICARD ROAD,2,Paved,County Road
1526,X,2,Paved,City Street
1527,PICARD ROAD,2,Paved,County Road
1528,PICARD ROAD,2,Paved,County Road
1529,HWY 97,2,Paved,State Highway
1530,MAIN ST,2,Paved,City Street
1531,LOG HOUSE ROAD,2,Unpaved,County Road
1532,PICARD ROAD,2,Paved,County Road
1533,MATHEWS ROAD,2,Paved,County Road
1534,PICARD ROAD,2,Paved,County Road
1535,PICARD ROAD,2,Unpaved,County Road
1536,PICARD ROAD,2,Unpaved,County Road
1537,CEMETERY ROAD,2,Paved,County Road
1538,PICARD ROAD,2,Paved,County Road
1539,TEAL ROAD,2,Paved,County Road
1540,COPCO ROAD,2,Paved,County Road
1541,SHEEPY CREEK ROAD,2,Paved,County Road
1542,SECOND ST,2,Unpaved,City Street
1543,PINE ST,2,Paved,City Street
1544,HWY 97,2,Paved,State Highway
1545,SECOND ST,2,Paved,City Street
1546,CALIFORNIA ST,2,Paved,City Street
1547,SECOND ST,2,Paved,City Street
1548,SECOND ST,2,Paved,City Street
1549,OREGON ST,2,Paved,City Street
1550,BUTTE ST,2,Paved,City Street
1551,SECOND ST,2,Paved,City Street
1552,PORTLAND ST,2,Paved,City Street
1553,SECOND ST,2,Paved,City Street
1554,SECOND ST,2,Paved,City Street
1555,STATE ST,2,Paved,City Street
1556,SECOND ST,2,Paved,City Street
1557,TRIANGLE ST,2,Paved,City Street
1558,QUAIL LANE,2,Paved,County Road
1559,TEAL ROAD,2,Paved,County Road
1560,PINE ST,2,Paved,City Street
1561,VALERIE ROAD,2,Unpaved,County Road
1562,COPCO ROAD,2,Paved,County Road
1563,BETTY LANE,2,Unpaved,County Road
1564,MALLAROAD RD,2,Paved,County Road
1565,COPCO ROAD,2,Paved,County Road
1566,QUAIL LANE,2,Paved,County Road
1567,COPCO ROAD,2,Paved,County Road
1568,S RAILROAD AV,2,Unpaved,City Street
1569,PINE ST,2,Unpaved,City Street
1570,SHEEPY ISLAND ROAD,2,Unpaved,County Road
1571,PICARD ROAD,2,Paved,County Road
1572,S RAILROAD AV,2,Unpaved,City Street
1573,HWY 97,2,Paved,State Highway
1574,THIRD ST,2,Paved,City Street
1575,THIRD ST,2,Paved,City Street
1576,CALIFORNIA ST,2,Paved,City Street
1577,BUTTE ST,2,Paved,City Street
1578,OREGON ST,2,Paved,City Street
1579,THIRD ST,2,Paved,City Street
1580,THIRD ST,2,Paved,City Street
1581,SEATTLE ST,2,Paved,City Street
1582,THIRD ST,2,Paved,City Street
1583,PORTLAND ST,2,Paved,City Street
1584,THIRD ST,2,Paved,City Street
1585,TRIANGLE ST,2,Paved,City Street
1586,STATE ST,2,Paved,City Street
1587,THIRD ST,2,Paved,City Street
1588,THIRD ST,2,Paved,City Street
1589,TRIANGLE ST,2,Paved,City Street
1590,VALERIE ROAD,2,Unpaved,County Road
1591,AGER BESWICK ROAD,2,Paved,County Road
1592,COPCO ROAD,2,Paved,County Road
1593,TRIANGLE ST,2,Paved,City Street
1594,AGER BESWICK ROAD,2,Paved,County Road
1595,SHEEPY ISLAND ROAD,2,Paved,County Road
1596,X,2,Unpaved,City Street
1597,4TH ST,2,Paved,City Street
1598,4TH ST,2,Paved,City Street
1599,OREGON ST,2,Paved,City Street
1600,S RAILROAD AV,2,Unpaved,City Street
1601,4TH ST,2,Paved,City Street
1602,HWY 97,2,Paved,State Highway
1603,BUTTE ST,2,Paved,City Street
1604,FOURTH ST,2,Paved,City Street
1605,4TH ST,2,Paved,City Street
1606,SEATTLE ST,2,Paved,City Street
1607,CALIFORNIA ST,2,Paved,City Street
1608,HWY 97,2,Paved,State Highway
1609,FOURTH ST,2,Paved,City Street
1610,HWY 97,2,Paved,State Highway
1611,X,2,Unpaved,City Street
1612,X,2,Paved,City Street
1613,HWY 97,2,Paved,State Highway
1614,BUTTE ST,2,Paved,City Street
1615,BUTTE ST,2,Paved,City Street
1616,I-5,3,Paved,Interstate
1617,AGER BESWICK ROAD,2,Unpaved,County Road
1618,HIGHWAY ST,2,Paved,City Street
1619,HIGHWAY ST,2,Paved,City Street
1620,HIGHWAY ST,2,Unpaved,City Street
1621,AGER BESWICK ROAD,2,Unpaved,County Road
1622,SEATTLE ST,2,Paved,City Street
1623,I-5,2,Paved,Interstate
1624,FIRST ST,2,Paved,City Street
1625,TRIANGLE ST,2,Unpaved,City Street
1626,PINE ST,2,Unpaved,City Street
1627,HWY 97,2,Paved,State Highway
1628,S RAILROAD AV,2,Paved,City Street
1629,OREGON ST,2,Paved,City Street
1630,FIFTH ST,2,Paved,City Street
1631,FIFTH ST,2,Paved,City Street
1632,CALIFORNIA ST,2,Paved,City Street
1633,FIFTH ST,2,Paved,City Street
1634,OREGON ST,2,Paved,City Street
1635,HWY 139,2,Paved,State Highway
1636,OREGON ST,2,Unpaved,City Street
1637,BAILEY HILL ROAD,2,Unpaved,County Road
1638,BAILEY HILL ROAD,2,Paved,County Road
1639,MODOC AVENUE,2,Paved,City Street
1640,BAILEY HILL ROAD,2,Paved,County Road
1641,BAILEY HILL ROAD,2,Paved,County Road
1642,X,2,Paved,City Street
1643,EAST AV,2,Unpaved,City Street
1644,SIXTH ST,2,Unpaved,City Street
1645,SECOND ST,2,Paved,City Street
1646,MODOC AVENUE,2,Paved,City Street
1647,A ST,2,Paved,City Street
1648,A ST,2,Paved,City Street
1649,FIRST ST,2,Paved,City Street
1650,A ST,2,Paved,City Street
1651,SISKIYOU ST,2,Paved,City Street
1652,A ST,2,Paved,City Street
1653,HAVLINA ROAD,2,Paved,County Road
1654,HWY 139,3,Paved,State Highway
1655,I-5,2,Paved,Interstate
1656,SHEEPY ISLAND ROAD,2,Unpaved,County Road
1657,MAIN ST,2,Paved,City Street
1658,MODOC AVENUE,2,Paved,City Street
1659,MAIN ST,2,Paved,City Street
1660,B ST,2,Paved,City Street
1661,SECOND ST,2,Paved,City Street
1662,B ST,2,Paved,City Street
1663,FIRST ST,2,Paved,City Street
1664,B ST,2,Paved,City Street
1665,SISKIYOU ST,2,Paved,City Street
1666,B ST,2,Paved,City Street
1667,SHEEPY ISLAND ROAD,2,Paved,County Road
1668,HWY 139,3,Paved,State Highway
1669,MODOC AVENUE,2,Paved,City Street
1670,HWY 97,2,Paved,State Highway
1671,MODOC AVENUE,2,Paved,City Street
1672,C ST,2,Paved,City Street
1673,FOURTH ST,2,Paved,City Street
1674,MAIN ST,2,Paved,City Street
1675,C ST,2,Paved,City Street
1676,C ST,2,Paved,City Street
1677,SECOND ST,2,Paved,City Street
1678,C ST,2,Paved,City Street
1679,FIRST ST,2,Paved,City Street
1680,C ST,2,Paved,City Street
1681,MERIDIAN ROAD,2,Paved,County Road
1682,BAILEY HILL ROAD,2,Paved,County Road
1683,LEMOS ROAD,2,Paved,County Road
1684,MODOC AVENUE,2,Paved,City Street
1685,LEMOS ROAD,2,Paved,County Road
1686,LEMOS ROAD,2,Paved,County Road
1687,I-5,2,Paved,Interstate
1688,LEMOS ROAD,2,Paved,County Road
1689,I-5,2,Paved,Interstate
1690,HWY 139,2,Paved,State Highway
1691,MODOC AVENUE,2,Paved,City Street
1692,FIFTH ST,2,Paved,City Street
1693,D ST,2,Paved,City Street
1694,D ST,2,Paved,City Street
1695,FOURTH ST,2,Paved,City Street
1696,MAIN ST,2,Paved,City Street
1697,D ST,2,Paved,City Street
1698,SECOND ST,2,Paved,City Street
1699,D ST,2,Paved,City Street
1700,LEMOS ROAD,2,Paved,County Road
1701,I-5R,2,Paved,Interstate Ramp
1702,LEMOS ROAD,2,Paved,County Road
1703,LEMOS ROAD,2,Unpaved,County Road
1704,LEMOS ROAD,2,Paved,County Road
1705,HWY 139,3,Paved,State Highway
1706,ROSE ROAD,2,Paved,County Road
1707,OSBORNE ROAD,2,Paved,County Road
1708,SCOTT ROAD,2,Paved,County Road
1709,OSBORNE ROAD,2,Paved,County Road
1710,E ST,2,Paved,City Street
1711,MODOC AVENUE,2,Paved,City Street
1712,EAST WEST ROAD,2,Paved,County Road
1713,E ST,2,Paved,City Street
1714,FIFTH ST,2,Paved,City Street
1715,FOURTH ST,2,Paved,City Street
1716,E ST,2,Paved,City Street
1717,MAIN ST,2,Paved,City Street
1718,E ST,2,Paved,City Street
1719,E ST,2,Paved,City Street
1720,SECOND ST,2,Paved,City Street
1721,E ST,2,Paved,City Street
1722,E ST,2,Paved,City Street
1723,E ST,2,Paved,City Street
1724,EAST WEST ROAD,2,Paved,County Road
1725,YOST ROAD,2,Paved,County Road
1726,EAST WEST ROAD,2,Paved,County Road
1727,GOLDEN ROAD,2,Paved,County Road
1728,COPCO ROAD,2,Paved,County Road
1729,EAST WEST ROAD,2,Paved,County Road
1730,EAST WEST ROAD,2,Paved,County Road
1731,FENSLER ROAD,2,Paved,County Road
1732,EAST WEST ROAD,2,Paved,County Road
1733,HASKINS ROAD,2,Paved,County Road
1734,EAST WEST ROAD,2,Paved,County Road
1735,GANGER ROAD,2,Paved,County Road
1736,HILL ROAD,2,Paved,County Road
1737,EAST WEST ROAD,2,Paved,County Road
1738,GANGER ROAD,2,Paved,County Road
1739,SHEEPY CREEK ROAD,2,Unpaved,County Road
1740,BERGMAN ROAD,2,Paved,County Road
1741,MODOC AVENUE,2,Paved,City Street
1742,FIFTH ST,2,Paved,City Street
1743,F ST,2,Paved,City Street
1744,FOURTH ST,2,Paved,City Street
1745,F ST,2,Paved,City Street
1746,F ST,2,Paved,City Street
1747,MAIN ST,2,Paved,City Street
1748,F ST,2,Paved,City Street
1749,SECOND ST,2,Paved,City Street
1750,F ST,2,Paved,City Street
1751,FIRST ST,2,Paved,City Street
1752,F ST,2,Paved,City Street
1753,PARK ST,2,Paved,City Street
1754,F ST,2,Paved,City Street
1755,F ST,2,Unpaved,City Street
1756,HWY 139,3,Paved,State Highway
1757,MERIDIAN ROAD,2,Unpaved,County Road
1758,I-5R,2,Paved,Interstate Ramp
1759,I-5,2,Paved,Interstate
1760,SHEEPY CREEK ROAD,2,Paved,County Road
1761,SHEEPY ISLAND ROAD,2,Unpaved,County Road
1762,DORRIS BROWNELL ROAD,2,Paved,County Road
1763,HWY 97,2,Paved,State Highway
1764,MODOC AVENUE,2,Paved,City Street
1765,G ST,2,Paved,City Street
1766,FIFTH ST,2,Paved,City Street
1767,RICHAROADSON RD,2,Unpaved,County Road
1768,G ST,2,Paved,City Street
1769,FOURTH ST,2,Paved,City Street
1770,G ST,2,Paved,City Street
1771,MAIN ST,2,Paved,City Street
1772,G ST,2,Paved,City Street
1773,G ST,2,Paved,City Street
1774,SECOND ST,2,Paved,City Street
1775,G ST,2,Paved,City Street
1776,FIRST ST,2,Paved,City Street
1777,PARK ST,2,Paved,City Street
1778,G ST,2,Paved,City Street
1779,MAIN ST,2,Paved,City Street
1780,RICHAROADSON RD,2,Unpaved,County Road
1781,RICHAROADSON RD,2,Unpaved,County Road
1782,PICARD SAMS NECK ROAD,2,Unpaved,County Road
1783,RICHAROADSON RD,2,Unpaved,County Road
1784,RICHAROADSON RD,2,Unpaved,County Road
1785,YOST ROAD,2,Paved,County Road
1786,HWY 139,2,Paved,State Highway
1787,I-5,2,Paved,Interstate
1788,MERIDIAN ROAD,2,Paved,County Road
1789,DEAN CALLAS WAY,2,Paved,City Street
1790,GANGER ROAD,2,Unpaved,County Road
1791,RAY OEHLERICH WAY,2,Paved,City Street
1792,DEAN CALLAS WAY,2,Paved,City Street
1793,RIDGEVIEW ST,2,Paved,City Street
1794,RIDGEVIEW ST,2,Paved,City Street
1795,RIDGEVIEW ST,2,Paved,City Street
1796,RIDGEVIEW ST,2,Paved,City Street
1797,MAIN STREET,2,Paved,County Road
1798,RIDGEVIEW ST,2,Paved,City Street
1799,BERGMAN ROAD,2,Unpaved,County Road
1800,TEAL CT,2,Paved,City Street
1801,MALLARD CT,2,Paved,City Street
1802,PINTAIL CT,2,Paved,City Street
1803,HONKER CT,2,Paved,City Street
1804,YOST ROAD,2,Unpaved,County Road
1805,BERGMAN ROAD,2,Paved,County Road
1806,YOST ROAD,2,Paved,County Road
1807,HOLZHAUSER ROAD,2,Unpaved,County Road
1808,BAILEY HILL ROAD,2,Paved,County Road
1809,HWY 139,2,Paved,State Highway
1810,WRIGHT ROAD,2,Paved,County Road
1811,MAIN STREET,2,Paved,County Road
1812,WRIGHT ROAD,2,Paved,County Road
1813,YOST ROAD,2,Unpaved,County Road
1814,WRIGHT ROAD,2,Paved,County Road
1815,OLD COTTONWOOD CREEK ROAD,2,Paved,County Road
1816,OLD COTTONWOOD CREEK ROAD,2,Unpaved,County Road
1817,OLD COTTONWOOD CREEK ROAD,2,Unpaved,County Road
1818,COPCO ROAD,2,Paved,County Road
1819,BRUSH CREEK ROAD,2,Unpaved,County Road
1820,DORRIS BROWNELL ROAD,2,Paved,County Road
1821,LOWER KLAMATH LAKE ROAD,2,Unpaved,County Road
1822,I-5,2,Paved,Interstate
1823,I-5,2,Paved,Interstate
1824,AGER BESWICK ROAD,2,Paved,County Road
1825,AGER BESWICK ROAD,2,Paved,County Road
1826,FOSTER ROAD,2,Unpaved,County Road
